L -394.0, -170.0, -6.0, -406.0, -170.0, -20.0, 178, 102, 255
L -406.0, -170.0, -20.0, -420.0, -157.0, -36.0, 178, 102, 255
L -420.0, -157.0, -36.0, -445.0, -182.0, -38.0, 178, 102, 255
L -445.0, -182.0, -38.0, -432.0, -208.0, -38.0, 178, 102, 255
L -432.0, -208.0, -38.0, -420.0, -208.0, -38.0, 178, 102, 255
L -420.0, -208.0, -38.0, -418.0, -223.0, -38.0, 178, 102, 255
L -418.0, -223.0, -38.0, -458.0, -226.0, -38.0, 178, 102, 255
L -458.0, -226.0, -38.0, -446.0, -250.0, -38.0, 178, 102, 255
L -446.0, -250.0, -38.0, -434.0, -250.0, -38.0, 178, 102, 255
L -434.0, -250.0, -38.0, -445.0, -266.0, -38.0, 178, 102, 255
L -445.0, -266.0, -38.0, -432.0, -292.0, -38.0, 178, 102, 255
L -432.0, -292.0, -38.0, -421.0, -292.0, -38.0, 178, 102, 255
L -421.0, -292.0, -38.0, -406.0, -278.0, -38.0, 178, 102, 255
L -406.0, -278.0, -38.0, -391.0, -278.0, -38.0, 178, 102, 255
L -391.0, -278.0, -38.0, -390.0, -292.0, -38.0, 178, 102, 255
L -390.0, -292.0, -38.0, -377.0, -292.0, -38.0, 178, 102, 255
L -377.0, -292.0, -38.0, -376.0, -309.0, -38.0, 178, 102, 255
L -376.0, -309.0, -38.0, -389.0, -322.0, -38.0, 178, 102, 255
L -389.0, -322.0, -38.0, -377.0, -334.0, -38.0, 178, 102, 255
L -377.0, -334.0, -38.0, -365.0, -334.0, -38.0, 178, 102, 255
L -365.0, -334.0, -38.0, -362.0, -348.0, -38.0, 178, 102, 255
L -362.0, -348.0, -38.0, -351.0, -348.0, -38.0, 178, 102, 255
L -351.0, -348.0, -38.0, -334.0, -376.0, -38.0, 178, 102, 255
L -334.0, -376.0, -38.0, -322.0, -376.0, -38.0, 178, 102, 255
L -322.0, -376.0, -38.0, -320.0, -390.0, -38.0, 178, 102, 255
L -320.0, -390.0, -38.0, -308.0, -390.0, -38.0, 178, 102, 255
L -308.0, -390.0, -38.0, -293.0, -404.0, -38.0, 178, 102, 255
L -293.0, -404.0, -38.0, -304.0, -435.0, -38.0, 178, 102, 255
L -304.0, -435.0, -38.0, -322.0, -422.0, -38.0, 178, 102, 255
L -322.0, -422.0, -38.0, -335.0, -422.0, -38.0, 178, 102, 255
L -335.0, -422.0, -38.0, -348.0, -435.0, -38.0, 178, 102, 255
L -375.0, -474.0, -38.0, -365.0, -474.0, -38.0, 178, 102, 255
L -365.0, -474.0, -38.0, -353.0, -461.0, -38.0, 178, 102, 255
L -295.0, -464.0, -38.0, -280.0, -460.0, -38.0, 178, 102, 255
L -280.0, -460.0, -38.0, -265.0, -474.0, -38.0, 178, 102, 255
L -265.0, -474.0, -38.0, -236.0, -475.0, -38.0, 178, 102, 255
L -236.0, -475.0, -38.0, -223.0, -488.0, -38.0, 178, 102, 255
L -223.0, -488.0, -38.0, -197.0, -488.0, -38.0, 178, 102, 255
L -197.0, -488.0, -38.0, -185.0, -462.0, -38.0, 178, 102, 255
L -185.0, -462.0, -38.0, -197.0, -449.0, -38.0, 178, 102, 255
L -197.0, -449.0, -38.0, -184.0, -418.0, -38.0, 178, 102, 255
L -184.0, -418.0, -38.0, -169.0, -418.0, -38.0, 178, 102, 255
L -169.0, -418.0, -38.0, -154.0, -431.0, -38.0, 178, 102, 255
L -154.0, -431.0, -38.0, -127.0, -432.0, -38.0, 178, 102, 255
L -127.0, -432.0, -38.0, -114.0, -419.0, -38.0, 178, 102, 255
L -114.0, -419.0, -38.0, -98.0, -418.0, -38.0, 178, 102, 255
L -98.0, -418.0, -38.0, -83.0, -432.0, -38.0, 178, 102, 255
L -83.0, -432.0, -38.0, -57.0, -431.0, -38.0, 178, 102, 255
L -57.0, -431.0, -38.0, -42.0, -418.0, -38.0, 178, 102, 255
L -42.0, -418.0, -38.0, -16.0, -418.0, -38.0, 178, 102, 255
L -16.0, -366.0, -24.0, -28.0, -366.0, -24.0, 178, 102, 255
L -28.0, -366.0, -24.0, -43.0, -352.0, -24.0, 178, 102, 255
L -43.0, -352.0, -24.0, -30.0, -334.0, -24.0, 178, 102, 255
L -30.0, -334.0, -24.0, -14.0, -334.0, -24.0, 178, 102, 255
L -14.0, -334.0, -24.0, 0.0, -348.0, -24.0, 178, 102, 255
L 0.0, -348.0, -24.0, 11.0, -348.0, -24.0, 178, 102, 255
L 11.0, -348.0, -24.0, 11.0, -323.0, -24.0, 178, 102, 255
L 11.0, -323.0, -24.0, 0.0, -311.0, -24.0, 178, 102, 255
L 0.0, -311.0, -24.0, -12.0, -323.0, -24.0, 178, 102, 255
L -12.0, -323.0, -24.0, -29.0, -310.0, -24.0, 178, 102, 255
L -29.0, -310.0, -24.0, -43.0, -310.0, -24.0, 178, 102, 255
L -43.0, -310.0, -24.0, -44.0, -295.0, -24.0, 178, 102, 255
L -44.0, -295.0, -24.0, -57.0, -282.0, -24.0, 178, 102, 255
L -57.0, -282.0, -24.0, -50.0, -271.0, -24.0, 178, 102, 255
L -50.0, -271.0, -24.0, -41.0, -278.0, -24.0, 178, 102, 255
L -41.0, -278.0, -24.0, -36.0, -278.0, -24.0, 178, 102, 255
L -36.0, -278.0, -24.0, -29.0, -271.0, -24.0, 178, 102, 255
L -29.0, -271.0, -24.0, -20.0, -278.0, -24.0, 178, 102, 255
L -20.0, -278.0, -24.0, -20.0, -286.0, -26.0, 178, 102, 255
L -20.0, -286.0, -26.0, -7.0, -293.0, -26.0, 178, 102, 255
L -7.0, -293.0, -26.0, 6.0, -293.0, -26.0, 178, 102, 255
L 6.0, -293.0, -26.0, 13.0, -299.0, -26.0, 178, 102, 255
L 13.0, -299.0, -26.0, 19.0, -300.0, -26.0, 178, 102, 255
L 19.0, -300.0, -26.0, 19.0, -294.0, -26.0, 178, 102, 255
L 19.0, -294.0, -26.0, 12.0, -270.0, -26.0, 178, 102, 255
L 12.0, -270.0, -26.0, 19.0, -265.0, -26.0, 178, 102, 255
L 19.0, -265.0, -26.0, 19.0, -259.0, -26.0, 178, 102, 255
L 19.0, -259.0, -26.0, 12.0, -253.0, -26.0, 178, 102, 255
L 12.0, -253.0, -26.0, 6.0, -253.0, -26.0, 178, 102, 255
L 6.0, -253.0, -26.0, 0.0, -259.0, -26.0, 178, 102, 255
L 0.0, -259.0, -26.0, 0.0, -265.0, -26.0, 178, 102, 255
L 0.0, -265.0, -26.0, 7.0, -273.0, -26.0, 178, 102, 255
L 7.0, -273.0, -26.0, -2.0, -281.0, -26.0, 178, 102, 255
L -2.0, -281.0, -26.0, -13.0, -281.0, -26.0, 178, 102, 255
L -13.0, -281.0, -26.0, -15.0, -274.0, -26.0, 178, 102, 255
L -15.0, -274.0, -26.0, -30.0, -265.0, -26.0, 178, 102, 255
L -30.0, -265.0, -26.0, -36.0, -260.0, -26.0, 178, 102, 255
L -36.0, -260.0, -26.0, -41.0, -260.0, -26.0, 178, 102, 255
L -41.0, -260.0, -26.0, -48.0, -266.0, -26.0, 178, 102, 255
L -48.0, -266.0, -26.0, -62.0, -267.0, -26.0, 178, 102, 255
L -62.0, -267.0, -26.0, -69.0, -280.0, -26.0, 178, 102, 255
L -69.0, -280.0, -26.0, -69.0, -293.0, -26.0, 178, 102, 255
L -69.0, -293.0, -26.0, -54.0, -309.0, -26.0, 178, 102, 255
L -54.0, -309.0, -26.0, -69.0, -322.0, -26.0, 178, 102, 255
L -69.0, -322.0, -26.0, -100.0, -325.0, -18.0, 178, 102, 255
L -100.0, -325.0, -18.0, -99.0, -318.0, -18.0, 178, 102, 255
L -99.0, -318.0, -18.0, -104.0, -311.0, -18.0, 178, 102, 255
L -104.0, -311.0, -18.0, -114.0, -315.0, -18.0, 178, 102, 255
L -114.0, -315.0, -18.0, -115.0, -315.0, -18.0, 178, 102, 255
L -115.0, -315.0, -18.0, -117.0, -320.0, -18.0, 178, 102, 255
L -117.0, -320.0, -18.0, -117.0, -321.0, -18.0, 178, 102, 255
L -117.0, -321.0, -18.0, -115.1, -321.0, -18.0, 178, 102, 255
L -111.0, -331.0, -20.0, -111.0, -333.0, -18.0, 178, 102, 255
L -111.0, -333.0, -18.0, -110.0, -335.0, -18.0, 178, 102, 255
L -110.0, -335.0, -18.0, -106.0, -337.0, -18.0, 178, 102, 255
