L 16.0, -15.0, 42.0, 16.0, 15.0, 42.0, 0, 204, 0
L 212.0, -198.0, 0.0, 240.0, -198.0, 0.0, 178, 102, 255
L 212.0, -263.0, 0.0, 212.0, -198.0, 0.0, 178, 102, 255
L 277.0, -263.0, 0.0, 212.0, -263.0, 0.0, 178, 102, 255
L 250.0, -198.0, 0.0, 277.0, -198.0, 0.0, 178, 102, 255
L 250.0, -193.0, 0.0, 250.0, -198.0, 0.0, 178, 102, 255
L 250.0, -182.0, 0.0, 250.0, -193.0, 0.0, 178, 102, 255
L -167.0, -39.0, 28.0, -167.0, -31.0, 28.0, 0, 0, 0
L -140.0, -39.0, 28.0, -167.0, -39.0, 28.0, 199, 21, 133
L 182.0, 339.0, 0.0, 212.0, 339.0, 0.0, 205, 133, 63
L 182.0, 326.0, 0.0, 182.0, 339.0, 0.0, 0, 0, 0
L 213.0, 326.0, 0.0, 182.0, 326.0, 0.0, 0, 0, 0
L 213.0, 326.0, 0.0, 213.0, 330.0, 0.0, 0, 0, 0
L 213.0, 352.0, 0.0, 218.0, 352.0, 0.0, 0, 0, 0
L 213.0, 347.0, 0.0, 213.0, 352.0, 0.0, 0, 0, 0
L 218.0, 347.0, 0.0, 213.0, 347.0, 0.0, 0, 0, 0
L 218.0, 352.0, 0.0, 218.0, 347.0, 0.0, 0, 0, 0
L 235.0, 360.0, -3.0, 304.0, 360.0, -3.0, 150, 150, 150
L 235.0, 325.0, -3.0, 235.0, 360.0, -3.0, 150, 150, 150
L 304.0, 325.0, -3.0, 235.0, 325.0, -3.0, 150, 150, 150
L 304.0, 360.0, -3.0, 304.0, 325.0, -3.0, 150, 150, 150
L 232.0, 363.0, -1.0, 307.0, 363.0, -1.0, 150, 150, 150
L 232.0, 322.0, -1.0, 232.0, 363.0, -1.0, 150, 150, 150
L 307.0, 322.0, -1.0, 232.0, 322.0, -1.0, 150, 150, 150
L 307.0, 363.0, -1.0, 307.0, 322.0, -1.0, 150, 150, 150
L 321.0, 308.0, 0.0, 218.0, 308.0, 0.0, 0, 0, 0
