L -1432.0, 2189.0, 210.0, -1433.0, 2167.0, 203.0, 0, 0, 0
L -1433.0, 2167.0, 203.0, -1435.0, 2153.0, 199.0, 0, 0, 0
L -1435.0, 2153.0, 199.0, -1436.0, 2140.0, 195.0, 0, 0, 0
L -1436.0, 2140.0, 195.0, -1438.0, 2115.0, 188.0, 0, 0, 0
L -1438.0, 2115.0, 188.0, -1419.0, 2032.0, 156.0, 0, 0, 0
L -1419.0, 2032.0, 156.0, -1373.0, 1988.0, 126.0, 0, 0, 0
L -1373.0, 1988.0, 126.0, -1344.0, 1977.0, 118.0, 0, 0, 0
L -1344.0, 1977.0, 118.0, -1327.0, 1983.0, 120.0, 0, 0, 0
L -1327.0, 1983.0, 120.0, -1296.0, 1996.0, 127.0, 0, 0, 0
L -1296.0, 1996.0, 127.0, -1102.0, 1986.0, 56.0, 0, 0, 0
L -1102.0, 1986.0, 56.0, -1005.0, 1978.0, 41.0, 0, 0, 0
L -1005.0, 1978.0, 41.0, -938.0, 1969.0, 14.0, 0, 0, 0
L -938.0, 1969.0, 14.0, -834.0, 1953.0, 20.0, 0, 0, 0
L -834.0, 1953.0, 20.0, -743.0, 1960.0, 7.0, 0, 0, 0
L -743.0, 1960.0, 7.0, -653.0, 2006.0, 10.0, 0, 0, 0
L -653.0, 2006.0, 10.0, -641.0, 2008.0, 7.0, 0, 0, 0
L -641.0, 2008.0, 7.0, -540.0, 2054.0, 29.0, 0, 0, 0
L -540.0, 2054.0, 29.0, -511.0, 2077.0, 0.0, 0, 0, 0
L -511.0, 2077.0, 0.0, -453.0, 2120.0, 10.0, 0, 0, 0
L -453.0, 2120.0, 10.0, -319.0, 2218.0, 24.0, 0, 0, 0
L -319.0, 2218.0, 24.0, -255.0, 2251.0, 12.0, 0, 0, 0
L -255.0, 2251.0, 12.0, -132.0, 2236.0, 20.0, 0, 0, 0
L -132.0, 2236.0, 20.0, -128.0, 2219.0, 16.0, 0, 0, 0
L -128.0, 2219.0, 16.0, -93.0, 2189.0, 3.0, 0, 0, 0
L -93.0, 2189.0, 3.0, 0.0, 2131.0, 4.0, 0, 0, 0
L 0.0, 2131.0, 4.0, 120.0, 2061.0, 3.0, 0, 0, 0
L 120.0, 2061.0, 3.0, 131.0, 2040.0, 7.0, 0, 0, 0
L 131.0, 2040.0, 7.0, 161.0, 2003.0, 25.0, 0, 0, 0
L 161.0, 2003.0, 25.0, 318.0, 1950.0, 16.0, 0, 0, 0
L 318.0, 1950.0, 16.0, 339.0, 1951.0, 21.0, 0, 0, 0
L 339.0, 1951.0, 21.0, 495.0, 1980.0, 8.0, 0, 0, 0
L 495.0, 1980.0, 8.0, 609.0, 2015.0, 27.0, 0, 0, 0
L 609.0, 2015.0, 27.0, 659.0, 1983.0, 41.0, 0, 0, 0
L 659.0, 1983.0, 41.0, 760.0, 1893.0, 28.0, 0, 0, 0
L 760.0, 1893.0, 28.0, 904.0, 1823.0, 17.0, 0, 0, 0
L 904.0, 1823.0, 17.0, 1044.0, 1799.0, 13.0, 0, 0, 0
L 1044.0, 1799.0, 13.0, 1183.0, 1807.0, 33.0, 0, 0, 0
L 1183.0, 1807.0, 33.0, 1304.0, 1839.0, 2.0, 0, 0, 0
L 1304.0, 1839.0, 2.0, 1440.0, 1858.0, 9.0, 0, 0, 0
L 1440.0, 1858.0, 9.0, 1512.0, 1795.0, 19.0, 0, 0, 0
L 1512.0, 1795.0, 19.0, 1600.0, 1772.0, 16.0, 0, 0, 0
L 1600.0, 1772.0, 16.0, 1707.0, 1751.0, 25.0, 0, 0, 0
L 1707.0, 1751.0, 25.0, 1803.0, 1750.0, 15.0, 0, 0, 0
L 1803.0, 1750.0, 15.0, 1851.0, 1726.0, 1.0, 0, 0, 0
L 1851.0, 1726.0, 1.0, 1928.0, 1694.0, 10.0, 0, 0, 0
L 1928.0, 1694.0, 10.0, 2007.0, 1670.0, 0.0, 0, 0, 0
L 2007.0, 1670.0, 0.0, 2135.0, 1635.0, 11.0, 0, 0, 0
L 2135.0, 1635.0, 11.0, 2236.0, 1552.0, 6.0, 0, 0, 0
L 2236.0, 1552.0, 6.0, 2230.0, 1526.0, 6.0, 0, 0, 0
L 2230.0, 1526.0, 6.0, 2165.0, 1481.0, 4.0, 0, 0, 0
L 2165.0, 1481.0, 4.0, 2088.0, 1374.0, 3.0, 0, 0, 0
L 2088.0, 1374.0, 3.0, 2078.0, 1352.0, 0.0, 0, 0, 0
L 2078.0, 1352.0, 0.0, 2100.0, 1288.0, 0.0, 0, 0, 0
L 2100.0, 1288.0, 0.0, 2160.0, 1205.0, 1.0, 0, 0, 0
L 2160.0, 1205.0, 1.0, 2314.0, 1079.0, 6.0, 0, 0, 0
L 2314.0, 1079.0, 6.0, 2310.0, 1044.0, 7.0, 0, 0, 0
L 2310.0, 1044.0, 7.0, 2295.0, 1013.0, 0.0, 0, 0, 0
L 2295.0, 1013.0, 0.0, 2293.0, 1001.0, 0.0, 0, 0, 0
L 2293.0, 1001.0, 0.0, 2184.0, 851.0, 7.0, 0, 0, 0
L 2184.0, 851.0, 7.0, 2155.0, 773.0, 20.0, 0, 0, 0
